# Simulation 13 (Up to date)
# 5013 data points written for 4 variables.
#
# Time (s),Altitude (m),Air pressure (mbar),Mach number (​)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=1 seconds
697.282,449.881,960.486,0.01
697.454,449.307,960.554,0.01
697.626,448.731,960.621,0.01
697.798,448.163,960.688,0.01
697.975,447.589,960.755,0.01
698.152,447.004,960.824,0.01
698.323,446.429,960.891,0.01
698.495,445.854,960.959,0.01
698.667,445.278,961.026,0.01
698.838,444.707,961.093,0.01
699.012,444.129,961.161,0.01
699.183,443.554,961.229,0.01
699.355,442.978,961.296,0.01
699.527,442.406,961.363,0.01
699.7,441.828,961.431,0.01
699.871,441.254,961.498,0.01
700.043,440.679,961.566,0.01
700.215,440.103,961.633,0.01
700.386,439.532,961.7,0.01
700.56,438.956,961.768,0.01
700.732,438.382,961.835,0.01
700.905,437.809,961.902,0.01
701.08,437.23,961.97,0.01
701.251,436.656,962.038,0.01
701.424,436.081,962.105,0.01
701.596,435.506,962.172,0.01
701.767,434.931,962.24,0.01
701.939,434.358,962.307,0.01
702.11,433.785,962.374,0.01
702.284,433.208,962.442,0.01
702.455,432.634,962.509,0.01
702.627,432.061,962.577,0.01
702.799,431.485,962.644,0.01
702.971,430.913,962.711,0.01
703.144,430.337,962.779,0.01
703.316,429.763,962.846,0.01
703.488,429.193,962.913,0.01
703.663,428.613,962.981,0.01
703.834,428.039,963.048,0.01
704.005,427.467,963.115,0.01
